STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WSF2,WT01,WT02,WT05,WT07,WT08,WT09,WT13,WT16
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/14/13,0.89,0,,,77,52,280,8.1,1,1,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/15/13,0.67,0,,,77,53,270,6,1,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/16/13,1.12,0,,,68,53,280,10.1,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/17/13,1.12,0,,,66,53,280,6.9,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/18/13,2.24,0,,,66,54,260,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/19/13,0.89,0,,,67,52,270,8.9,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/20/13,1.12,0,,,69,54,270,8.1,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/21/13,2.24,0,,,72,55,60,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/22/13,2.46,0,,,72,55,270,10.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/23/13,1.79,0,,,72,55,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/24/13,1.57,0,,,77,54,270,8.1,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/25/13,0.89,0,,,75,52,260,4.9,,1,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/26/13,1.34,0,,,71,54,260,8.9,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/27/13,1.12,0,,,71,54,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/28/13,1.34,0,,,73,55,270,8.9,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/29/13,0.89,0,,,72,56,280,8.9,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/30/13,2.24,0,,,71,55,270,8.9,,,,,1,,1,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,3/31/13,1.57,0.02,,,67,54,270,8.1,,,,,,,,1
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/1/13,2.24,0,,,67,52,270,12.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/2/13,1.79,0,,,71,54,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/3/13,1.34,0,,,76,55,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/4/13,1.12,0,,,69,56,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/5/13,1.79,0,,,70,57,270,14.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/6/13,1.79,0,,,71,57,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/7/13,2.91,0,,,73,57,100,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/8/13,4.7,0,,,69,57,330,15,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/9/13,3.8,0,,,76,54,270,15,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/10/13,1.12,0,,,80,52,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/11/13,1.79,0,,,76,54,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/12/13,1.12,0,,,70,56,260,8.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/13/13,0.67,0,,,64,56,120,4.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/14/13,1.12,0,,,65,56,270,6.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/15/13,1.79,0,,,65,53,270,8.1,1,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/16/13,4.47,0,,,67,50,280,16.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/17/13,4.03,0,,,76,54,270,16.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/18/13,1.12,0,,,78,51,270,12.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/19/13,1.79,0,,,84,55,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/20/13,1.57,0,,,84,56,260,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/21/13,1.34,0,,,80,57,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/22/13,1.79,0,,,72,57,260,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/23/13,2.46,0,,,73,58,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/24/13,1.12,0,,,63,58,270,8.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/25/13,1.57,0,,,71,57,280,12.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/26/13,1.79,0,,,74,56,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/27/13,1.34,0,,,72,55,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/28/13,1.12,0,,,74,58,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/29/13,1.57,0,,,74,58,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,4/30/13,1.34,0,,,68,59,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/1/13,1.34,0,,,75,59,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/2/13,1.57,0,,,88,55,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/3/13,1.79,0,,,93,60,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/4/13,3.8,0,,,74,61,130,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/5/13,5.82,0.01,,,67,59,130,13,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/6/13,2.01,0.69,,,67,57,100,8.1,1,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/7/13,2.01,0.01,,,71,58,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/8/13,2.46,0,,,70,59,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/9/13,1.34,0,,,73,58,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/10/13,1.79,0,,,75,59,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/11/13,1.12,0,,,85,60,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/12/13,2.01,0,,,84,59,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/13/13,1.12,0,,,93,66,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/14/13,1.57,0,,,76,60,260,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/15/13,1.34,0,,,74,59,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/16/13,1.79,0,,,71,60,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/17/13,2.24,0,,,73,61,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/18/13,1.34,0,,,74,59,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/19/13,1.34,0,,,75,60,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/20/13,1.34,0,,,81,62,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/21/13,1.79,0,,,79,63,280,10.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/22/13,1.79,0,,,75,63,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/23/13,2.01,0,,,72,61,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/24/13,2.01,0,,,73,59,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/25/13,2.46,0,,,72,60,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/26/13,1.79,0,,,73,58,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/27/13,1.57,0,,,75,61,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/28/13,1.79,0,,,77,62,270,12.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/29/13,1.57,0,,,78,63,260,13,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/30/13,1.34,0,,,80,62,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,5/31/13,1.57,0,,,78,63,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/1/13,1.34,0,,,80,63,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/2/13,1.34,0,,,76,65,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/3/13,2.01,0,,,75,63,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/4/13,2.91,0,,,73,62,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/5/13,2.01,0,,,72,61,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/6/13,1.57,0,,,72,61,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/7/13,1.12,0,,,71,61,270,8.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/8/13,2.01,0,,,75,63,270,6.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/9/13,1.12,0,,,76,62,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/10/13,1.79,0,,,76,62,270,4.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/11/13,1.34,0,,,80,61,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/12/13,1.12,0,,,72,62,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/13/13,1.57,0,,,76,61,260,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/14/13,1.12,0,,,77,60,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/15/13,2.01,0,,,76,63,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/16/13,2.01,0,,,79,61,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/17/13,1.12,0,,,76,59,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/18/13,1.57,0,,,79,61,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/19/13,1.57,0,,,75,60,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/20/13,2.01,0,,,78,60,270,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/21/13,1.12,0,,,81,62,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/22/13,1.57,0,,,79,64,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/23/13,1.79,0,,,75,64,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/24/13,2.01,0,,,74,63,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/25/13,0.67,0,,,74,64,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/26/13,1.57,0,,,82,63,270,8.1,1,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/27/13,1.12,0,,,90,66,280,6.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/28/13,0.67,0,,,87,65,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/29/13,1.12,0,,,90,66,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,6/30/13,1.34,0,,,94,69,140,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/1/13,0.22,0,,,92,67,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/2/13,1.57,0,,,83,67,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/3/13,1.12,0,,,83,65,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/4/13,2.01,0,,,82,65,260,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/5/13,0.67,0,,,80,64,,6.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/6/13,1.12,0,,,81,66,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/7/13,1.57,0,,,77,65,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/8/13,1.34,0,,,83,63,270,8.9,1,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/9/13,0.89,0,,,87,64,280,6.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/10/13,0.67,0,,,83,67,130,6.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/11/13,0.22,0.04,,,76,68,140,6,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/12/13,2.01,0,,,85,63,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/13/13,1.34,0,,,81,62,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/14/13,0.89,0,,,84,63,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/15/13,1.34,0,,,83,64,270,10.1,1,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/16/13,1.57,0,,,82,61,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/17/13,1.12,0,,,85,62,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/18/13,1.57,0,,,83,62,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/19/13,1.12,0,,,80,63,270,8.9,1,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/20/13,0.89,0,,,80,67,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/21/13,0.89,0,,,75,66,280,4.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/22/13,1.57,0.01,,,83,66,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/23/13,2.01,0,,,79,64,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/24/13,1.34,0,,,77,63,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/25/13,1.34,0,,,79,62,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/26/13,0.89,0.04,,,80,64,280,6.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/27/13,1.34,0,,,79,62,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/28/13,1.79,0,,,76,63,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/29/13,1.34,0,,,77,63,280,8.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/30/13,1.79,0,,,76,62,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,7/31/13,2.24,0,,,73,62,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/1/13,1.12,0,0,,74,62,280,8.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/2/13,1.57,0,0,,76,62,280,8.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/3/13,1.57,0,0,,78,63,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/4/13,1.34,0,0,,76,62,270,8.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/5/13,1.57,0,0,,79,60,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/6/13,1.57,0,0,,77,61,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/7/13,1.57,0,0,,78,61,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/8/13,1.34,0,0,,79,60,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/9/13,1.12,0,0,,78,61,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/10/13,1.12,0,0,,77,62,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/11/13,1.34,0,0,,79,61,270,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/12/13,1.34,0,0,,79,62,260,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/13/13,1.34,0,0,,81,62,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/14/13,1.34,0,0,,82,65,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/15/13,0.67,0,0,,83,64,260,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/16/13,1.34,0,0,,85,64,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/17/13,1.34,0,0,,81,63,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/18/13,1.34,0,0,,80,61,280,6.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/19/13,0.89,0,0,,80,64,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/20/13,1.79,0,0,,78,62,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/21/13,1.12,0,0,,81,63,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/22/13,1.12,0,0,,85,63,260,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/23/13,0.89,0,0,,86,63,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/24/13,1.12,0,0,,80,61,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/25/13,0.89,0,0,,80,58,280,6.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/26/13,1.12,0,0,,89,63,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/27/13,1.12,0,0,,87,67,270,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/28/13,1.34,0,0,,89,65,270,10.1,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/29/13,0.89,0,0,,96,67,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/30/13,1.12,0,0,,95,73,280,8.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,8/31/13,2.01,0,0,,89,74,280,10.1,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,9/1/13,1.57,0,0,,86,70,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,9/2/13,0.89,0,0,,85,68,270,8.9,1,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,9/3/13,1.12,0,0,,92,70,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,9/4/13,1.12,0,0,,92,71,270,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,9/5/13,0.67,0,0,,93,71,280,8.9,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,9/6/13,1.12,0,0,,95,70,280,8.9,,,,,1,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,9/7/13,1.12,0,0,,95,69,270,8.1,,,,,,,,
